step,train_loss,val_loss,lr,sec_per_step
24100,0.95461,,2.047651e-04,0.085
24200,0.92741,,2.040079e-04,0.085
24300,0.95349,,2.032492e-04,0.085
24400,0.93032,,2.024888e-04,0.085
24500,0.97760,,2.017269e-04,0.085
24600,0.94801,,2.009635e-04,0.085
24700,0.96740,,2.001987e-04,0.085
24800,0.95265,,1.994323e-04,0.085
24900,0.93019,,1.986645e-04,0.085
25000,0.93770,0.86833,1.978952e-04,0.085
25100,0.99404,,1.971246e-04,0.085
25200,0.91941,,1.963525e-04,0.085
25300,0.92865,,1.955792e-04,0.085
25400,0.91548,,1.948044e-04,0.085
25500,0.93788,,1.940284e-04,0.085
25600,0.94699,,1.932511e-04,0.085
25700,0.93984,,1.924724e-04,0.085
25800,0.92134,,1.916926e-04,0.085
25900,0.91849,,1.909115e-04,0.085
26000,0.92469,0.85697,1.901293e-04,0.085
26100,0.92726,,1.893458e-04,0.085
26200,0.93308,,1.885612e-04,0.085
26300,0.94369,,1.877755e-04,0.085
26400,0.93709,,1.869886e-04,0.084
26500,0.92362,,1.862007e-04,0.084
26600,0.92382,,1.854117e-04,0.084
26700,0.93179,,1.846217e-04,0.084
26800,0.92739,,1.838306e-04,0.084
26900,0.91443,,1.830386e-04,0.084
27000,0.89243,0.83884,1.822456e-04,0.084
27100,0.88611,,1.814516e-04,0.084
27200,0.89595,,1.806567e-04,0.084
27300,0.92852,,1.798610e-04,0.084
27400,0.94187,,1.790643e-04,0.084
27500,0.91346,,1.782668e-04,0.084
27600,0.87283,,1.774685e-04,0.084
27700,0.89203,,1.766693e-04,0.084
27800,0.89405,,1.758694e-04,0.084
27900,0.90033,,1.750687e-04,0.084
28000,0.89522,0.82981,1.742673e-04,0.084
28100,0.90624,,1.734652e-04,0.084
28200,0.90532,,1.726624e-04,0.084
28300,0.88190,,1.718589e-04,0.084
28400,0.91117,,1.710547e-04,0.084
28500,0.90376,,1.702500e-04,0.084
28600,0.89604,,1.694447e-04,0.084
28700,0.87183,,1.686388e-04,0.084
28800,0.92887,,1.678323e-04,0.084
28900,0.90770,,1.670253e-04,0.084
29000,0.86536,0.79984,1.662179e-04,0.084
29100,0.87202,,1.654099e-04,0.084
29200,0.89205,,1.646015e-04,0.084
29300,0.88173,,1.637927e-04,0.084
29400,0.87719,,1.629834e-04,0.084
29500,0.87306,,1.621738e-04,0.084
29600,0.89551,,1.613638e-04,0.084
29700,0.86620,,1.605535e-04,0.084
29800,0.87221,,1.597429e-04,0.084
29900,0.87403,,1.589320e-04,0.084
30000,0.84772,0.79805,1.581208e-04,0.084
30100,0.88941,,1.573094e-04,0.084
30200,0.86533,,1.564978e-04,0.084
30300,0.87888,,1.556860e-04,0.084
30400,0.83459,,1.548740e-04,0.084
30500,0.87297,,1.540619e-04,0.084
30600,0.86740,,1.532497e-04,0.084
30700,0.85227,,1.524373e-04,0.084
30800,0.84278,,1.516249e-04,0.084
30900,0.87477,,1.508125e-04,0.084
31000,0.87517,0.78171,1.500000e-04,0.084
31100,0.84844,,1.491875e-04,0.084
31200,0.85695,,1.483751e-04,0.084
31300,0.87912,,1.475627e-04,0.084
31400,0.85939,,1.467503e-04,0.084
31500,0.81845,,1.459381e-04,0.084
31600,0.80922,,1.451260e-04,0.084
31700,0.85141,,1.443140e-04,0.084
31800,0.84435,,1.435022e-04,0.084
31900,0.83551,,1.426906e-04,0.084
32000,0.84637,0.77557,1.418792e-04,0.084
32100,0.84022,,1.410680e-04,0.084
32200,0.85408,,1.402571e-04,0.084
32300,0.84780,,1.394465e-04,0.084
32400,0.84935,,1.386362e-04,0.084
32500,0.84310,,1.378262e-04,0.084
32600,0.83785,,1.370166e-04,0.084
32700,0.84198,,1.362073e-04,0.084
32800,0.84390,,1.353985e-04,0.084
32900,0.84797,,1.345901e-04,0.084
33000,0.83567,0.75319,1.337821e-04,0.085
33100,0.85269,,1.329747e-04,0.085
33200,0.84938,,1.321677e-04,0.085
33300,0.83849,,1.313612e-04,0.085
33400,0.82711,,1.305553e-04,0.085
33500,0.83064,,1.297500e-04,0.085
33600,0.82454,,1.289453e-04,0.085
33700,0.82697,,1.281411e-04,0.085
33800,0.81647,,1.273376e-04,0.085
33900,0.79273,,1.265348e-04,0.085
34000,0.81522,0.73876,1.257327e-04,0.085
